Trend,Start Date,End Date,Duration (days),RSI Start,RSI End,Next Start Date,Gap Days
UP,2024-02-09,2024-02-12,4,49.4,47.68,2024-02-12,0.0
DOWN,2024-02-12,2024-02-20,9,47.68,67.75,2024-02-20,0.0
UP,2024-02-20,2024-02-21,2,67.75,58.34,2024-02-21,0.0
DOWN,2024-02-21,2024-02-22,2,58.34,63.39,2024-02-22,0.0
UP,2024-02-22,2024-02-26,5,63.39,60.13,2024-02-26,0.0
DOWN,2024-02-26,2024-02-27,2,60.13,58.96,2024-02-27,0.0
UP,2024-02-27,2024-02-28,2,58.96,51.31,2024-02-28,0.0
DOWN,2024-02-28,2024-03-04,6,51.31,71.05,2024-03-04,0.0
UP,2024-03-04,2024-03-05,2,71.05,67.07,2024-03-05,0.0
DOWN,2024-03-05,2024-03-07,3,67.07,64.15,2024-03-07,0.0
UP,2024-03-07,2024-03-11,5,64.15,54.24,2024-03-11,0.0
DOWN,2024-03-11,2024-03-12,2,54.24,60.48,2024-03-12,0.0
UP,2024-03-12,2024-03-13,2,60.48,46.3,2024-03-13,0.0
DOWN,2024-03-13,2024-03-14,2,46.3,49.6,2024-03-14,0.0
UP,2024-03-14,2024-03-15,2,49.6,48.73,2024-03-15,0.0
DOWN,2024-03-15,2024-03-18,4,48.73,46.89,2024-03-18,0.0
UP,2024-03-18,2024-03-19,2,46.89,47.35,2024-03-19,0.0
DOWN,2024-03-19,2024-03-21,3,47.35,38.28,2024-03-21,0.0
UP,2024-03-21,2024-03-26,6,38.28,36.15,2024-03-26,0.0
DOWN,2024-03-26,2024-04-01,7,36.15,49.37,2024-04-01,0.0
UP,2024-04-01,2024-04-03,3,49.37,53.61,2024-04-03,0.0
DOWN,2024-04-03,2024-04-08,6,53.61,67.72,2024-04-08,0.0
UP,2024-04-08,2024-04-09,2,67.72,74.02,2024-04-09,0.0
DOWN,2024-04-09,2024-04-10,2,74.02,75.46,2024-04-10,0.0
UP,2024-04-10,2024-04-18,9,75.46,50.17,2024-04-18,0.0
DOWN,2024-04-18,2024-04-25,8,50.17,54.07,2024-04-25,0.0
UP,2024-04-25,2024-04-26,2,54.07,45.81,2024-04-26,0.0
DOWN,2024-04-26,2024-04-29,4,45.81,53.08,2024-04-29,0.0
UP,2024-04-29,2024-04-30,2,53.08,48.02,2024-04-30,0.0
DOWN,2024-04-30,2024-05-02,3,48.02,49.45,2024-05-02,0.0
UP,2024-05-02,2024-05-03,2,49.45,41.71,2024-05-03,0.0
DOWN,2024-05-03,2024-05-06,4,41.71,47.19,2024-05-06,0.0
UP,2024-05-06,2024-05-09,4,47.19,49.29,2024-05-09,0.0
DOWN,2024-05-09,2024-05-14,6,49.29,44.14,2024-05-14,0.0
UP,2024-05-14,2024-05-15,2,44.14,42.0,2024-05-15,0.0
DOWN,2024-05-15,2024-05-18,4,42.0,42.43,2024-05-18,0.0
UP,2024-05-18,2024-05-21,4,42.43,43.78,2024-05-21,0.0
DOWN,2024-05-21,2024-05-23,3,43.78,65.83,2024-05-23,0.0
UP,2024-05-23,2024-05-30,8,65.83,63.2,2024-05-30,0.0
DOWN,2024-05-30,2024-06-03,5,63.2,74.85,2024-06-03,0.0
UP,2024-06-03,2024-06-04,2,74.85,45.89,2024-06-04,0.0
DOWN,2024-06-04,2024-06-07,4,45.89,59.18,2024-06-07,0.0
UP,2024-06-07,2024-06-11,5,59.18,57.68,2024-06-11,0.0
DOWN,2024-06-11,2024-06-20,10,57.68,63.99,2024-06-20,0.0
UP,2024-06-20,2024-06-21,2,63.99,62.46,2024-06-21,0.0
DOWN,2024-06-21,2024-06-27,7,62.46,90.24,2024-06-27,0.0
UP,2024-06-27,2024-06-28,2,90.24,81.01,2024-06-28,0.0
DOWN,2024-06-28,2024-07-01,4,81.01,87.21,2024-07-01,0.0
UP,2024-07-01,2024-07-02,2,87.21,87.19,2024-07-02,0.0
DOWN,2024-07-02,2024-07-04,3,87.19,87.95,2024-07-04,0.0
UP,2024-07-04,2024-07-08,5,87.95,84.39,2024-07-08,0.0
DOWN,2024-07-08,2024-07-09,2,84.39,85.7,2024-07-09,0.0
UP,2024-07-09,2024-07-11,3,85.7,81.51,2024-07-11,0.0
DOWN,2024-07-11,2024-07-18,8,81.51,78.55,2024-07-18,0.0
UP,2024-07-18,2024-07-25,8,78.55,49.87,2024-07-25,0.0
DOWN,2024-07-25,2024-08-01,8,49.87,71.52,2024-08-01,0.0
UP,2024-08-01,2024-08-06,6,71.52,34.9,2024-08-06,0.0
DOWN,2024-08-06,2024-08-07,2,34.9,37.12,2024-08-07,0.0
UP,2024-08-07,2024-08-08,2,37.12,37.94,2024-08-08,0.0
DOWN,2024-08-08,2024-08-09,2,37.94,44.92,2024-08-09,0.0
UP,2024-08-09,2024-08-13,5,44.92,42.76,2024-08-13,0.0
DOWN,2024-08-13,2024-08-16,4,42.76,44.61,2024-08-16,0.0
UP,2024-08-16,2024-08-19,4,44.61,44.39,2024-08-19,0.0
DOWN,2024-08-19,2024-09-02,15,44.39,83.68,2024-09-02,0.0
UP,2024-09-02,2024-09-06,5,83.68,60.81,2024-09-06,0.0
DOWN,2024-09-06,2024-09-10,5,60.81,63.48,2024-09-10,0.0
UP,2024-09-10,2024-09-11,2,63.48,55.85,2024-09-11,0.0
DOWN,2024-09-11,2024-09-12,2,55.85,67.3,2024-09-12,0.0
UP,2024-09-12,2024-09-13,2,67.3,62.21,2024-09-13,0.0
DOWN,2024-09-13,2024-09-17,5,62.21,62.98,2024-09-17,0.0
UP,2024-09-17,2024-09-18,2,62.98,58.53,2024-09-18,0.0
DOWN,2024-09-18,2024-09-23,6,58.53,68.78,2024-09-23,0.0
UP,2024-09-23,2024-09-24,2,68.78,70.89,2024-09-24,0.0
DOWN,2024-09-24,2024-09-26,3,70.89,89.53,2024-09-26,0.0
UP,2024-09-26,2024-10-07,12,89.53,37.77,2024-10-07,0.0
DOWN,2024-10-07,2024-10-08,2,37.77,41.42,2024-10-08,0.0
UP,2024-10-08,2024-10-09,2,41.42,41.24,2024-10-09,0.0
DOWN,2024-10-09,2024-10-10,2,41.24,40.59,2024-10-10,0.0
UP,2024-10-10,2024-10-11,2,40.59,28.14,2024-10-11,0.0
DOWN,2024-10-11,2024-10-14,4,28.14,30.14,2024-10-14,0.0
UP,2024-10-14,2024-10-17,4,30.14,17.68,2024-10-17,0.0
DOWN,2024-10-17,2024-10-18,2,17.68,20.73,2024-10-18,0.0
UP,2024-10-18,2024-10-25,8,20.73,32.57,2024-10-25,0.0
DOWN,2024-10-25,2024-10-29,5,32.57,38.89,2024-10-29,0.0
UP,2024-10-29,2024-10-31,3,38.89,32.04,2024-10-31,0.0
DOWN,2024-10-31,2024-11-01,2,32.04,28.74,2024-11-01,0.0
UP,2024-11-01,2024-11-04,4,28.74,25.01,2024-11-04,0.0
DOWN,2024-11-04,2024-11-06,3,25.01,45.42,2024-11-06,0.0
UP,2024-11-06,2024-11-08,3,45.42,38.84,2024-11-08,0.0
DOWN,2024-11-08,2024-11-11,4,38.84,44.46,2024-11-11,0.0
UP,2024-11-11,2024-11-18,8,44.46,31.68,2024-11-18,0.0
DOWN,2024-11-18,2024-11-19,2,31.68,30.49,2024-11-19,0.0
UP,2024-11-19,2024-11-21,3,30.49,30.51,2024-11-21,0.0
DOWN,2024-11-21,2024-11-25,5,30.51,52.09,2024-11-25,0.0
UP,2024-11-25,2024-11-26,2,52.09,57.29,2024-11-26,0.0
DOWN,2024-11-26,2024-11-27,2,57.29,54.79,2024-11-27,0.0
UP,2024-11-27,2024-11-28,2,54.79,41.86,2024-11-28,0.0
DOWN,2024-11-28,2024-12-05,8,41.86,74.8,2024-12-05,0.0
UP,2024-12-05,2024-12-09,5,74.8,75.67,2024-12-09,0.0
DOWN,2024-12-09,2024-12-11,3,75.67,79.22,2024-12-11,0.0
UP,2024-12-11,2024-12-12,2,79.22,68.89,2024-12-12,0.0
DOWN,2024-12-12,2024-12-13,2,68.89,68.06,2024-12-13,0.0
UP,2024-12-13,2024-12-20,8,68.06,34.16,2024-12-20,0.0
DOWN,2024-12-20,2024-12-23,4,34.16,33.21,2024-12-23,0.0
UP,2024-12-23,2024-12-26,4,33.21,22.61,2024-12-26,0.0
DOWN,2024-12-26,2024-12-27,2,22.61,25.65,2024-12-27,0.0
UP,2024-12-27,2024-12-31,5,25.65,24.23,2024-12-31,0.0
DOWN,2024-12-31,2025-01-02,3,24.23,41.68,2025-01-02,0.0
UP,2025-01-02,2025-01-06,5,41.68,28.61,2025-01-06,0.0
DOWN,2025-01-06,2025-01-07,2,28.61,34.49,2025-01-07,0.0
UP,2025-01-07,2025-01-13,7,34.49,33.61,2025-01-13,0.0
DOWN,2025-01-13,2025-01-16,4,33.61,38.43,2025-01-16,0.0
UP,2025-01-16,2025-01-17,2,38.43,38.58,2025-01-17,0.0
DOWN,2025-01-17,2025-01-20,4,38.58,42.87,2025-01-20,0.0
UP,2025-01-20,2025-01-21,2,42.87,34.01,2025-01-21,0.0
DOWN,2025-01-21,2025-01-23,3,34.01,30.33,2025-01-23,0.0
UP,2025-01-23,2025-01-27,5,30.33,28.31,2025-01-27,0.0
DOWN,2025-01-27,2025-02-01,6,28.31,57.59,2025-02-01,0.0
UP,2025-02-01,2025-02-03,3,57.59,53.44,2025-02-03,0.0
DOWN,2025-02-03,2025-02-04,2,53.44,59.87,2025-02-04,0.0
UP,2025-02-04,2025-02-14,11,59.87,50.32,2025-02-14,0.0
DOWN,2025-02-14,2025-02-17,4,50.32,45.03,2025-02-17,0.0
UP,2025-02-17,2025-02-24,8,45.03,1.36,2025-02-24,0.0
DOWN,2025-02-24,2025-02-27,4,1.36,5.56,2025-02-27,0.0
UP,2025-02-27,2025-03-04,6,5.56,5.77,2025-03-04,0.0
DOWN,2025-03-04,2025-03-06,3,5.77,31.76,2025-03-06,0.0
UP,2025-03-06,2025-03-13,8,31.76,30.63,2025-03-13,0.0
DOWN,2025-03-13,2025-03-25,13,30.63,91.55,2025-03-25,0.0
UP,2025-03-25,2025-03-26,2,91.55,79.47,2025-03-26,0.0
DOWN,2025-03-26,2025-03-27,2,79.47,78.42,2025-03-27,0.0
UP,2025-03-27,2025-04-01,6,78.42,63.44,2025-04-01,0.0
DOWN,2025-04-01,2025-04-02,2,63.44,66.37,2025-04-02,0.0
UP,2025-04-02,2025-04-07,6,66.37,45.11,2025-04-07,0.0
DOWN,2025-04-07,2025-04-08,2,45.11,44.89,2025-04-08,0.0
UP,2025-04-08,2025-04-09,2,44.89,42.54,2025-04-09,0.0
DOWN,2025-04-09,2025-04-23,15,42.54,60.23,2025-04-23,0.0
UP,2025-04-23,2025-04-25,3,60.23,60.7,2025-04-25,0.0
DOWN,2025-04-25,2025-04-29,5,60.7,70.61,2025-04-29,0.0
UP,2025-04-29,2025-04-30,2,70.61,86.38,2025-04-30,0.0
DOWN,2025-04-30,2025-05-05,6,86.38,89.26,2025-05-05,0.0
UP,2025-05-05,2025-05-06,2,89.26,85.63,2025-05-06,0.0
DOWN,2025-05-06,2025-05-07,2,85.63,82.23,2025-05-07,0.0
UP,2025-05-07,2025-05-09,3,82.23,57.91,2025-05-09,0.0
DOWN,2025-05-09,2025-05-12,4,57.91,69.32,2025-05-12,0.0
UP,2025-05-12,2025-05-13,2,69.32,58.71,2025-05-13,0.0
DOWN,2025-05-13,2025-05-15,3,58.71,64.43,2025-05-15,0.0
UP,2025-05-15,2025-05-16,2,64.43,67.19,,
