Date,Price,Open,High,Low,Vol.,Change(%)
14-Oct-21,78.8,78.65,80.85,78.1,3033952,1.03%
13-Oct-21,78,79.65,80.25,77.85,2240618,-1.27%
12-Oct-21,79,77.95,80.3,77.85,2382805,1.22%
11-Oct-21,78.05,78.5,80.4,77,3677288,0.06%
08-Oct-21,78,80.9,81.85,77.3,4768071,-2.44%
07-Oct-21,79.95,76,80.55,75.35,16086688,13.32%
06-Oct-21,70.55,72.3,72.5,70.2,1064338,-2.42%
05-Oct-21,72.3,73.1,73.4,72.2,690812,-1.50%
04-Oct-21,73.4,74.1,74.95,73.1,948110,-0.14%
01-Oct-21,73.5,72.8,74.15,72,1633264,0.82%
30-Sep-21,72.9,70.85,74.2,70.4,2689149,4.07%
29-Sep-21,70.05,68.95,70.5,68.1,604182,1.45%
28-Sep-21,69.05,69.4,69.75,68.5,674544,-0.07%
27-Sep-21,69.1,70.4,70.8,68.5,573795,-0.58%
24-Sep-21,69.5,70.65,70.65,68.75,860080,-0.57%
23-Sep-21,69.9,71.3,73,69.05,1506590,-1.06%
22-Sep-21,70.65,68.05,72,68.05,1579783,4.05%
21-Sep-21,67.9,69.65,69.65,67,1366605,-2.51%
20-Sep-21,69.65,70.1,71.65,69.05,1045261,-3.13%
17-Sep-21,71.9,73.3,73.35,70.25,1764057,-1.03%
16-Sep-21,72.65,72.5,74.4,71.65,2872057,1.89%
15-Sep-21,71.3,67.1,72.2,67,4500779,6.98%
14-Sep-21,66.65,66.7,66.9,66.25,617145,1.29%
13-Sep-21,65.8,66.65,67.05,65.7,695057,-0.23%
09-Sep-21,65.95,67,67.25,65.6,702325,-1.49%
08-Sep-21,66.95,68,68,66.6,743322,-0.45%
07-Sep-21,67.25,67.7,68.5,66.25,1297910,0.90%
06-Sep-21,66.65,66.1,67.9,66.1,962796,0.68%
03-Sep-21,66.2,65.65,67.3,64.5,2683374,1.92%
02-Sep-21,64.95,66,66.5,64.75,1403621,-2.04%
01-Sep-21,66.3,67.4,67.85,65.85,898242,-1.19%
31-Aug-21,67.1,63.55,69.25,63.15,3789051,6.59%
30-Aug-21,62.95,63.7,63.7,62.7,892859,0.08%
27-Aug-21,62.9,62.95,63.35,62.5,351021,-0.08%
26-Aug-21,62.95,63.7,63.7,62.7,423669,-0.55%
25-Aug-21,63.3,62.8,63.7,62.5,677773,1.61%
24-Aug-21,62.3,62.35,62.85,61.8,571981,0.40%
23-Aug-21,62.05,62.05,63.75,61.5,1129181,0.40%
20-Aug-21,61.8,62.5,62.5,61,1016543,-1.67%
18-Aug-21,62.85,63.55,64.65,62.6,961663,-1.80%
17-Aug-21,64,65.6,66.15,63.8,1229952,-1.54%
16-Aug-21,65,66,66.15,64.85,684069,-1.66%
13-Aug-21,66.1,67.1,67.45,66,1012263,-1.49%
12-Aug-21,67.1,68.15,68.15,66.6,1196316,0.15%
11-Aug-21,67,66,67.35,63.75,3075150,1.52%
10-Aug-21,66,67.35,67.5,64.85,3626336,-1.27%
09-Aug-21,66.85,68,68.5,66.5,2722708,0.00%
06-Aug-21,66.85,71.05,71.45,66.1,11092950,-5.65%
05-Aug-21,70.85,72.8,72.8,70.45,953982,-2.14%
04-Aug-21,72.4,74.55,75.3,72.3,1136730,-2.56%
03-Aug-21,74.3,72.2,75.7,71.8,4097464,3.55%
02-Aug-21,71.75,72.15,72.35,71.1,1081486,1.13%
30-Jul-21,70.95,71,71.4,70.35,1017106,0.00%
29-Jul-21,70.95,70.85,71.6,70.75,769212,0.14%
28-Jul-21,70.85,72.05,72.35,70.4,1056740,-1.67%
27-Jul-21,72.05,72.15,73.1,71,1862309,-0.07%
26-Jul-21,72.1,71.5,74.15,71.3,1255438,-0.28%
23-Jul-21,72.3,73.8,73.95,72.1,667563,-1.36%
22-Jul-21,73.3,73.3,74.35,73,896398,1.24%
20-Jul-21,72.4,72.35,74.5,70.3,1503996,-0.55%
19-Jul-21,72.8,74.95,74.95,72.25,1578263,-2.93%
16-Jul-21,75,75,75.9,74.8,854839,-0.13%
15-Jul-21,75.1,76.35,76.5,74.5,2133637,-1.25%
14-Jul-21,76.05,76.1,77.35,75.85,1734193,-0.59%
13-Jul-21,76.5,77.05,77.5,76,2483478,-0.20%
12-Jul-21,76.65,78.25,78.35,76.55,1260750,-1.10%
09-Jul-21,77.5,77.4,78.15,77.05,927960,-0.58%
08-Jul-21,77.95,79,79.3,77.65,2116905,0.58%
07-Jul-21,77.5,78,79.6,77.1,2372762,1.04%
06-Jul-21,76.7,77,78.65,76.3,1320043,-0.39%
05-Jul-21,77,79.5,79.5,76.6,2033534,-1.35%
02-Jul-21,78.05,76.4,78.8,76.35,1246799,2.23%
01-Jul-21,76.35,78.2,78.3,74.8,1564595,-2.43%
30-Jun-21,78.25,77.2,78.8,77.05,1510378,1.03%
29-Jun-21,77.45,78.05,79.1,77.2,928364,-1.78%
28-Jun-21,78.85,79.9,80.6,78.5,880358,-0.44%
25-Jun-21,79.2,80.1,80.1,78.6,1068780,-0.69%
24-Jun-21,79.75,80.5,81.3,79.5,1775776,-1.36%
23-Jun-21,80.85,82.1,82.25,80.1,1254806,-0.80%
22-Jun-21,81.5,81.25,83.15,80.95,2739458,2.07%
21-Jun-21,79.85,77.5,81.4,77.3,2034688,-0.81%
18-Jun-21,80.5,82.15,82.6,76,3070198,-1.71%
17-Jun-21,81.9,82.75,84.8,81.5,3029064,0.12%
16-Jun-21,81.8,84,84.5,81.5,2821152,-1.74%
15-Jun-21,83.25,83.8,85.65,82.85,2155056,-0.54%
14-Jun-21,83.7,85.3,85.35,80.1,3921589,-1.76%
11-Jun-21,85.2,86.55,87.1,84.3,2646097,-1.27%
10-Jun-21,86.3,87,88.25,85.85,5456977,1.05%
09-Jun-21,85.4,83.15,89.75,82.3,15698948,4.66%
08-Jun-21,81.6,83.75,84.5,79.25,4806090,-1.92%
07-Jun-21,83.2,82.45,84.65,82.05,7670757,2.91%
04-Jun-21,80.85,72.25,82.65,72.2,23826899,13.71%
03-Jun-21,71.1,70.75,71.6,70.1,3959414,1.21%
02-Jun-21,70.25,69.3,70.8,68.1,4229691,3.38%
01-Jun-21,67.95,67,69.2,67,3204915,1.72%
31-May-21,66.8,68,68.2,66.6,2315437,-1.62%
28-May-21,67.9,69.8,70,67.5,4577224,-0.88%
27-May-21,68.5,71.8,72.7,68.15,7219130,-3.79%
26-May-21,71.2,69,72.4,69,8567087,4.94%
25-May-21,67.85,64,68.4,63.5,12120772,7.70%
24-May-21,63,62.05,63.65,61.7,3276413,1.78%
21-May-21,61.9,61.1,64,59.85,6130052,3.00%
20-May-21,60.1,61.7,61.9,59.8,2434240,-1.80%
19-May-21,61.2,61.25,61.6,60.85,1122948,-0.08%
18-May-21,61.25,60.75,61.45,60.75,1192298,0.82%
17-May-21,60.75,61.2,61.7,60.3,1084150,-0.08%
14-May-21,60.8,63,63.95,60.2,2581690,-2.49%
12-May-21,62.35,64.45,64.9,61.8,2592651,-1.97%
11-May-21,63.6,61.5,64.9,61,4982475,3.41%
10-May-21,61.5,59.4,62,59.2,3883522,4.59%
07-May-21,58.8,57,59.65,56.3,4763134,3.70%
06-May-21,56.7,58.45,58.8,56.6,2238052,-2.41%
05-May-21,58.1,58.5,59.5,58,1580604,-0.26%
04-May-21,58.25,58.65,60.7,58.1,2298017,-0.68%
03-May-21,58.65,59.7,59.7,58.55,1696511,-2.09%
30-Apr-21,59.9,61,61.2,59.75,2347572,-2.20%
29-Apr-21,61.25,62,62.85,61.1,1938409,-0.65%
28-Apr-21,61.65,61.55,62.9,60.6,4057145,0.41%
27-Apr-21,61.4,64,64.8,61.2,3532919,-3.84%
26-Apr-21,63.85,65.9,67,63.75,2193105,-2.67%
23-Apr-21,65.6,66.6,66.7,65.5,1823091,-1.65%
22-Apr-21,66.7,67,67.15,66.4,851612,-0.67%
20-Apr-21,67.15,67.2,68.35,66.8,797720,0.45%
19-Apr-21,66.85,67.8,67.8,65.7,1228866,-2.98%
16-Apr-21,68.9,69,69.7,68.8,909629,-0.14%
15-Apr-21,69,69,69.85,68.55,896321,-0.43%
13-Apr-21,69.3,69,69.85,68.05,1439847,1.39%
12-Apr-21,68.35,70.9,70.9,68,2042113,-3.73%
09-Apr-21,71,73,73.1,70.45,2357516,-2.54%
08-Apr-21,72.85,71.9,75,71.4,4824848,4.22%
07-Apr-21,69.9,70.55,70.9,69.8,1625067,-0.64%
06-Apr-21,70.35,70.3,71.25,69.1,2379469,0.64%
05-Apr-21,69.9,71.5,71.5,68.55,2399032,-2.10%
01-Apr-21,71.4,68.6,72.75,68.2,7403570,4.85%
31-Mar-21,68.1,71.75,71.75,67.65,4659613,-3.88%
30-Mar-21,70.85,75.95,77.9,69.65,11092972,-5.78%
